Type,Text
,আজিয়েই কিনিব 315m (30 দিনৰ বৈধতা) + 60p/m (+কৰ) হাৰ (45 দিন) ৳194 ৰিচাৰ্জত
,দাৰাজত ৯৯৯ টকীয়া বজাৰ কৰিলে ৯৯ টকীয়া ৰেহাই! ক্লিক কৰক.daraz.com.bd/e/_eB2UT
,মোৰ ৰবি এপটো ৰেফাৰ কৰি ১ জিবি জয় কৰক। নতুন পঞ্জীয়ন কৰিলে পাব ১ জিবি!! https://cut.ly/১অয়ইনছ
,FRAUD ALERT: অজ্ঞাত নম্বৰৰ পৰা স্পেমৰ পৰা সাৱধান হওক। নিশ্চিত ব্লু ডাৰ্টৰ অফিচিয়েল নম্বৰৰ বাহিৰে তথ্য ভাগ-বতৰা কৰা বা লিংক ক্লিক কৰা এৰক।
,হিমালয় অপটিকেলত বিশেষ অফাৰ উপভোগ কৰক! শেহতীয়া ফ্ৰেম আৰু ছানগ্লাছত ৩০% ৰেহাইৰ ফ্লেট পাব। ফোন কৰক: 7278383764 স্থান-https://bit.ly/3z0uLf3। টি এণ্ড চি প্ৰযোজ্য।
,"কাইলৈ ​​শেষ হ'ব পেডে বিক্ৰী!
ঔষধত ২৫% ৰেহাই পাব
+ এ ইউ বেংক ডেবিট কাৰ্ডৰ সৈতে ১৫০ টকা ৰেহাই*।
আপোনাৰ অৰ্ডাৰ কৰক http://nsm.sg/vONEMG/VbDLdMO5
টাটা ১মিলিগ্ৰাম"
,"হেৰা! নতুন বছৰৰ এটা বিশেষ আৰম্ভণি কৰক, Fabindia ৰ পৰা উপহাৰৰ সৈতে যেনে কোমল ঘৰুৱা লিনেন,ফাইন চাৰ্ভৱেৰ,সুন্দৰ লেম্প আৰু অধিক! https://vm.ltd/FABIND/_1pVx5 ৰ দ্বাৰা প্ৰকাশিত"
,"হেৰা! লেডিজ, ফেবিণ্ডিয়াত সকলো আছে, মাৰ্জিত কুৰ্তা আৰু শাড়ীৰ পৰা আৰম্ভ কৰি চাৰ্ট, ট্ৰাউজাৰ, ড্ৰেছ আৰু বহুতোৰ দৰে ক্ৰিস্প ৱেষ্টাৰ্ণ ৱেৰলৈকে! https://vm.ltd/FABIND/yRqVBk ৰ দ্বাৰা প্ৰকাশিত"
,জিও’ৰ বছল ৰুগী! ৫০ টকা। 2025 ৰ সীৰে আৰা 200 ৰ বাবে 2.5 GB/ অসমিত 5G ৰ 100 টকা। ২১৫০-এৰা গীফট কুপন। ৩১ ইই জানুয়াৰি '২৫ পণ্ডিত। ৰিচাৰ্জ: www.jio.com/r/QXVTm6zw2
,মূল্য বৃদ্ধিৰ সতৰ্কবাণী! বৰ্তমানৰ পৰিকল্পনাৰ বৈধতা বা সুবিধা হেৰুৱাই নোপোৱাকৈ আজিয়েই আগতীয়াকৈ ৰিচাৰ্জ কৰক আৰু ২৫% পৰ্যন্ত ৰাহি কৰক। অধিক সময়ৰ বাবে সঞ্চয় উপভোগ কৰক - আজিয়েই ৩ / ১২ মাহৰ পৰিকল্পনা ৰিচাৰ্জ কৰক। শীঘ্ৰেই বৃদ্ধি পাব দাম। সোনকাল কৰা! www.jio.com/r/PvbnVWJ5U ৰ দ্বাৰা প্ৰকাশিত
,JioSafe ৰ সহায়ত আপোনাৰ কল সুৰক্ষিত কৰক! শক্তিশালী সুৰক্ষা আৰু শেষৰ পৰা শেষলৈ এনক্ৰিপচন উপভোগ কৰক। ইয়াক বিনামূলীয়াকৈ ডাউনলোড কৰক: https://teu24.app.goo.gl/GetJioSafe
,"ইয়াত আহিছে JioSafe – ৫ টা স্তৰৰ সুৰক্ষাৰ সৈতে সঁচাকৈয়ে সুৰক্ষিত ভইচ, ভিডিঅ’ আৰু কনফাৰেন্স কলৰ বাবে নিৰ্মিত। এতিয়াই ডাউনলোড কৰক: www.jiosafe.com/get"
,অতুলনীয় সেৱাৰ সৈতে ভাৰতৰ একমাত্ৰ প্ৰকৃত 5G নেটৱৰ্কৰ অভিজ্ঞতা লাভ কৰক। প্ৰতিমাহে মাত্ৰ ৫০ টকা। ৩৪৯ আৰু সীমাহীন ৫জি ডাটা উপভোগ কৰিব পাৰে। লগতে আন অপাৰেটৰৰ তুলনাত প্ৰতিমাহে ২০% পৰ্যন্ত ৰাহি কৰিব!
,Jio ৰ সৈতে সংযুক্ত হৈ থাকক আৰু আজিয়েই অতি সুলভ মূল্যত Jio ৰ বিশ্বমানৰ সেৱা উপভোগ কৰক
,50 বছৰৰ স্বাধীনতাৰ বাবে ৰবি এপত 40GB + 800m ৳630 cutt.ly/c630
,40GB + 800m + 32 ৳ কেছবেক 630 ৳ ৰবি এপ cutt.ly/c630 ত
,5GB বোনাছৰ সৈতে Robi app আপুনি 45GB+800m 630 টকা cutt.ly/d35 পাব
,ছুটিৰ বিশেষ অফাৰ 27GB + 650m + 28 ৳ Cashback 550 ৳ মোৰ ৰবি এপত ক্লিক কৰক
,বিকাশে BRAC Bank লৈ প্ৰতি হাজাৰ টকাত ৳১০ টকা খৰচ কৰি ধন প্ৰেৰণ কৰে। tinyurl.com/bblbaf
,BRAC Bank Astha App tinyurl.com/asthadnld ৰ জৰিয়তে এতিয়াই বিনামূলীয়া বিদ্যুৎ আৰু পানীৰ বিল চাৰ্জ কৰক
,মহিলা দিৱসত TARA ডেবিট কাৰ্ড ক্ৰয়ত ৮x পুৰস্কাৰ পইণ্ট। টি এণ্ড চি আবেদন কৰিলে। বিৱৰণ: tinyurl.com/bbltwd23
,বিকাশলৈ টকা পঠাব বিচাৰেনে? BRAC Bank Aastha App ব্যৱহাৰ কৰক। বিৱৰণ: tinyurl.com/asthadnld
,বিকাশৰ পৰা হাজাৰ হাজাৰ টকা BRAC Bank লৈ ১০ টকাত প্ৰেৰণ কৰক tinyurl.com/BRC204
,বিবিএল আস্থা এপ tinyurl.com/asthadnld ত বিনামূলীয়া মোবাইল ৰিচাৰ্জ চাৰ্জ কৰক
,বিবিএল কাৰ্ডত ২০% ৰেহাইত ছিক্ৰেট ৰেচিপিৰ পৰা ইফতাৰ কিনিব! tinyurl.com/BBLSRO
,BBL ক্ৰেডিট কাৰ্ডত অনলাইন ঈদৰ বজাৰত ১৫% কেছবেক! tinyurl.com/BBLCHB
,আস্থা এপৰ পৰা এটাতকৈ অধিক বিকাশ একাউণ্টলৈ প্ৰতিদিনে সৰ্বাধিক ১ লাখ টকা প্ৰেৰণ কৰক। চৰ্তসমূহ প্ৰযোজ্য; tinyurl.com/bblabt
,আস্থা এপ tinyurl.com/BBLAM2 ত ৰবি আৰু এয়াৰটেল মোবাইল ৰিচাৰ্জ
,আপোনাৰ ব্ৰাক বেংকৰ পৰিপূৰক ক্ৰেডিট কাৰ্ডৰ সৈতে ভেলেণ্টাইন ডে'ত গহনা দোকানত ৭০% পৰ্যন্ত ৰেহাই উপভোগ কৰক! বিৱৰণ: tinyurl.com/BBLJLR
,"প্ৰিয় গ্ৰাহক, চিষ্টেম উন্নীতকৰণৰ বাবে ব্ৰেক বেংকৰ ডেবিট আৰু প্ৰিপেইড কাৰ্ডৰ সৈতে সকলো লেনদেন ১৩ এপ্ৰিলৰ নিশা ১২:০০ বজাৰ পৰা পুৱা ৮:৩০ বজালৈ (বুধবাৰ) বন্ধ থাকিব। সাময়িক অসুবিধাৰ বাবে আমি ক্ষমা বিচাৰিছো।"
,লেনদেন নম্বৰ R230908.1132.65010e 49 টকা ৰিচাৰ্জ সফল। আপোনাৰ বৰ্তমানৰ বেলেঞ্চ ৪৯.০১ টকা। ১১/০৩/২৪ লৈকে নতুন কাৰ্যকাল
Ham,"অভিনন্দন!
আপোনাৰ ১ মাহৰ JioHotstar চাবস্ক্ৰিপচন এতিয়া Jio নম্বৰ ৯৬৪১৮১৪২৭৬ত সক্ৰিয় কৰা হৈছে।
৩ মাহলৈকে বিনামূলীয়া JioHotstar চাবস্ক্ৰিপচন উপভোগ কৰিবলৈ যোগ্য পৰিকল্পনাৰে ৰিচাৰ্জ কৰক।
মন কৰিব, এই চাবস্ক্ৰিপচন আপোনাৰ Jio Number ত এবাৰহে লাভ কৰিব পাৰিব।
আপোনাৰ Jio নম্বৰৰ সৈতে JioHotstar ত লগ ইন কৰক আৰু লাইভ ক্ৰিকেট, চিনেমা, টিভি শ্ব', আৰু অধিক উপভোগ কৰক!
চাই সুখী!
টিম জিঅ'"
,আই এম ডি গুৱাহাটীত বজ্ৰপাতৰ সৈতে বিজুলী আৰু লঘুৰ পৰা মধ্যমীয়া বৰষুণৰ পূৰ্বাভাস জাৰি কৰিছে যিটো অহা ৩ ঘণ্টাৰ ভিতৰত কাছাৰ আৰু ডিমা হাছাওৰ ওপৰত কেইটামান ঠাইত হোৱাৰ সম্ভাৱনা অতিশয় বেছি। ASDMA ৰ দ্বাৰা জনস্বাৰ্থত জাৰি কৰা। অধিক বিৱৰণৰ বাবে http://bit.ly/3Fb3Osz আৰু http://apple.co/3ywcV3f চাওক।
,"চাইবাৰ নিৰাপদ হওক! আপোনাৰ ডিভাইচক বটনেট সংক্ৰমণ আৰু মেলৱেৰৰ পৰা সুৰক্ষিত কৰিবলৈ। CERT-In GoI এ আপোনাক https://www.csk.gov.in ৰ পৰা ""বিনামূলীয়া বট আঁতৰোৱা সঁজুলি"" ডাউনলোড কৰিবলৈ পৰামৰ্শ দিয়ে।"
,"ভাৰতৰ গৌৰৱ & সন্মান উত্তোলন কৰক, ৯- ১৫ আগষ্টৰ পৰা ঘৰতে আমাৰ তিৰঙা & হৰ ঘৰ তিৰঙাত অংশগ্ৰহণ কৰক। আপোনাৰ চেলফি ক্লিক কৰক & harghartiranga.com ত আপলোড কৰক"
,"ইয়াবার নিৰাপদত কুঁৱলী ! তেখেতে তেখেতৰ জীৱনৰ মূল্যৱান সময়ছোৱাৰ প্ৰতি আকৰ্ষণ কৰে। CERT-In গ'ইনা হুকুম https://www.c.gov.in ৰ দ্বাৰা ""ফ্ৰাইফট মুমুনি বীল ধাল"" কল্যাৰ পমৰ্শ ডেই।"
,গুৰুত্বপূৰ্ণ তথ্য - TRAI এ মোবাইল টাৱাৰ স্থাপনৰ বাবে কোনো NOC প্ৰদান নকৰে। যদি কোনো প্ৰৱঞ্চকে আপোনাৰ ওচৰলৈ ভুৱা চিঠি আনে তেন্তে সংশ্লিষ্ট সেৱা প্ৰদানকাৰী আৰু স্থানীয় আৰক্ষীক জনাওক।
,"২৮.১০.২০২৪ৰ পৰা ০৩.১১.২০২৪লৈ আৰম্ভ হোৱা ভিজিলেন্স সজাগতা সপ্তাহৰ সময়ত, দুৰ্নীতি সাধনৰ বাবে ""सতিনিষ্ঠা की संस्कृतिৰ প্ৰতিচ্ছবি"" ""জাতিৰ সমৃদ্ধিৰ বাবে সততাৰ সংস্কৃতি""ৰ মূলমন্ত্ৰ সমৃদ্ধ কৰাৰ বাবে D/o টেলিকমিউনিকেচনৰ প্ৰচেষ্টাত যোগদান কৰিবলৈ www.cvc.gov.in ত ই-প্ৰতিশ্রুতি লওক মুক্ত ভাৰত"""
,"আপোনাৰ ডিজিটেল ডিভাইচসমূহক বটনেট আৰু মেলৱেৰৰ সংক্ৰমণৰ পৰা মুক্ত কৰি ৰাখিবলৈ CSK, CERT-In এ আপোনাক ৱেবছাইট www.csk.gov.in ৰ পৰা বিনামূলীয়া বট আঁতৰোৱা সঁজুলি ডাউনলোড কৰিবলৈ পৰামৰ্শ দিয়ে"
,"আগষ্ট-২০২৪ৰ বাবে অৱদান ৫০.০০ টকা APY PRAN XX9585 ত জমা কৰা হৈছে। অনুগ্ৰহ কৰি আপোনাৰ APY PRAN ত Aaadhar seeding সম্পূৰ্ণ কৰক, bit.ly/3JJacto -Protean ক্লিক কৰক"
,"প্ৰিয় ব্যৱহাৰকাৰী,

আপুনি বিনামূলীয়া চৰকাৰী পৰীক্ষা পৰীক্ষা ছিৰিজ লাভ কৰিছে – এতিয়াই আপোনাৰ প্ৰস্তুতি আৰম্ভ কৰক! Jio Recharge ৰ ওপৰত। আপোনাৰ কুপন দাবী কৰিবলৈ https://t.jio/JIOCPN/vFDlT ত ক্লিক কৰক! টি এণ্ড চি

টিম জিঅ'কুপন"
,উৎকৃষ্ট পৰিকল্পনাৰে ভাৰতৰ একমাত্ৰ প্ৰকৃত 5G নেটৱৰ্কৰ অভিজ্ঞতা লাভ কৰক! প্ৰতিমাহে মাত্ৰ ৫০ টকা। ৩৪৯ আৰু সীমাহীন ৫জি ডাটা উপভোগ কৰিব পাৰে। লগতে অন্যান্য অপাৰেটৰৰ তুলনাত প্ৰতিমাহে ২০% পৰ্যন্ত ৰাহি কৰিব।
,"ইয়াত আহিছে JioSafe – ৫ টা স্তৰৰ সুৰক্ষাৰ সৈতে সঁচাকৈয়ে সুৰক্ষিত ভইচ, ভিডিঅ’ আৰু কনফাৰেন্স কলৰ বাবে নিৰ্মিত। এতিয়াই ডাউনলোড কৰক: www.jiosafe.com/get"
,অতুলনীয় সেৱাৰ সৈতে ভাৰতৰ একমাত্ৰ প্ৰকৃত 5G নেটৱৰ্কৰ অভিজ্ঞতা লাভ কৰক। প্ৰতিমাহে মাত্ৰ ₹349 ৰ পৰা আৰম্ভ কৰি সীমাহীন 5G ডাটা উপভোগ কৰক। লগতে আন অপাৰেটৰৰ তুলনাত প্ৰতিমাহে ২০% পৰ্যন্ত ৰাহি কৰিব!
,JioSafe ৰ সহায়ত আপোনাৰ কল সুৰক্ষিত কৰক! শক্তিশালী সুৰক্ষা আৰু শেষৰ পৰা শেষলৈ এনক্ৰিপচন উপভোগ কৰক। ইয়াক বিনামূলীয়াকৈ ডাউনলোড কৰক: https://teu24.app.goo.gl/GetJioSafe
,হিমালয় অপটিকেলত গণৰাজ্য দিৱসৰ অফাৰ: ফ্ৰেম আৰু ছানগ্লাছৰ ১০%-৫০% ৰেহাই + ৫০% বিনামূলীয়া বজাৰলৈকে! টি এণ্ড চি প্ৰযোজ্য।
,10%-50% ফ্ৰেম আৰু ছানগ্লাছত ৰেহাই পাব + হিমালয় অপটিকেলত 50% পৰ্যন্ত বিনামূলীয়া শ্বপিং!7278383764 Locate-https://vm.ltd/HMALAY/xZTocV. টি এণ্ড চি প্ৰযোজ্য।
,iযদি আপোনাৰ ফোনত আন্তঃৰাষ্ট্ৰীয় ফোন কল লাভ কৰাৰ সময়ত কোনো ভাৰতীয় নম্বৰ বা কোনো নম্বৰ দেখা নাযায় তেন্তে টেলিকম বিভাগৰ সঞ্চাৰসাথী পৰ্টেল https://sancharsaathi.gov.in ত জনাওক বা টোল ফ্ৰী নম্বৰ 1800-110-420/1963 কল কৰক।
,"প্ৰিয় ছাত্ৰ, এইটো আপোনাক জনোৱাৰ বাবে, শিকিবলৈ এই আচৰিত আভাৰ অনুষ্ঠানটো মিছ নকৰিব! ইয়াত পঞ্জীয়ন কৰক: bit.ly/4gC9lZB অধ্যয়ন কৰি থাকক!! ধন্যবাদ পদাৰ্থ বিজ্ঞান ৱালাহ"
,৮৫৭ জিঅ’ প্ৰিপেইড প্লেনৰ সৈতে ৰিচাৰ্জ। আৰু ৮৪ দিনৰ বাবে Amazon Prime (Mobile Edition) চাবস্ক্ৰিপচনৰ সৈতে ২ জিবি/দিন উপভোগ কৰক। ৰিচাৰ্জ কৰিবলৈ www.jio.com/r/PvnRKZTn2 ক্লিক কৰক চৰ্ত আৰু নিয়ম প্ৰযোজ্য
,মূল্য বৃদ্ধিৰ সতৰ্কবাণী! বৰ্তমানৰ পৰিকল্পনাৰ বৈধতা বা সুবিধা হেৰুৱাই আজিয়েই আগতীয়াকৈ ৰিচাৰ্জ কৰক আৰু ২৫% পৰ্যন্ত ৰাহি কৰক। অধিক সময়ৰ বাবে সঞ্চয় উপভোগ কৰক - আজিয়েই ৩ / ১২ মাহৰ পৰিকল্পনা ৰিচাৰ্জ কৰক। শীঘ্ৰেই বৃদ্ধি পাব দাম। সোনকাল কৰা! www.jio.com/r/PvMpEOh6b ৰ দ্বাৰা প্ৰকাশিত
,আহি পালে Jio ৰ নতুন বছৰৰ আদৰণি পৰিকল্পনা! ৫০ টকা। ২০২৫ ৰিচাৰ্জ কৰি পাব ২.৫ জিবি/দিন + ২০০ দিনৰ বাবে আনলিমিটেড ৫জি আৰু ৫০ টকা। ২১৫০ উপহাৰ কুপন। ১১ জানুৱাৰী '২৫ লৈকে বৈধ। ৰিচাৰ্জ: www.jio.com/r/QQud5YTGP
Ham,লেনদেন নম্বৰ R240507.1549.66007e 50 টকা ৰিচাৰ্জ সফল। আপোনাৰ বৰ্তমানৰ বেলেঞ্চ ৫০.১৮ টকা। ০৬/০৬/২৪ লৈকে নতুন কাৰ্যকাল
,১০০% কেছবেক অফাৰ কেৱল আপোনাৰ বাবে। ৩০ ছেপ্টেম্বৰৰ আগত এমাহৰ বাবে আকাশ সংযোগ পুনৰ চাৰ্জ কৰি এই অফাৰ লাভ কৰিব পাৰিব। 16442 I ৰ সবিশেষ লাভ কৰক
,এতিয়াই চাওক নিউজিলেণ্ড বনাম বাংলাদেশ T20 GTV HD Recharge ত
,আজি ৰিচাৰ্জ কৰি GTV HD ত T20 WC ৰ ENG vs AUS লাইভ একচন চাব
,GTV HD ত T20 WC ৰ PAK vs SA ৰ লাইভ একচন চাবলৈ এতিয়াই ৰিচাৰ্জ কৰক
,আই পি এলৰ মহাকাব্যিক ফাইনেলত চি এছ কে বনাম জি টিৰ মহাকাব্যিক সংঘৰ্ষ চাবলৈ আজি ৰিচাৰ্জ কৰক!
,আপোনাৰ আকাশ সংযোগ পুনৰ চাৰ্জ কৰি গাজী টিভি আৰু টি-স্প'ৰ্টছ এইচডিত বাংলাদেশ-শ্ৰীলংকা টেষ্ট ছিৰিজৰ মেচ চাওক
,আকাশ সংযোগ ৰিচাৰ্জ কৰক আৰু গাজী টিভি আৰু টি-স্পৰ্টছ এইচডিত বাংলাদেশ-আফগানিস্তান টি-২০ ছিৰিজ চাওক
,আজিয়েই ৰিচাৰ্জ কৰক আৰু T Sports HD ত BAN VS ENG ৰোমাঞ্চকৰ T20 ছিৰিজ চাওক
,চনী টেন ২ এইচডিত আকাশ ৰিচাৰ্জত ইংলেণ্ড বনাম ইটালীৰ মেচ চাওক
,১০০% কেছবেক অফাৰ কেৱল আপোনাৰ বাবে। ৩০ জুলাইৰ আগতে এমাহৰ বাবে আকাশ সংযোগ পুনৰ চাৰ্জ কৰি এই অফাৰ লাভ কৰিব পাৰিব। 16442 I ৰ সবিশেষ লাভ কৰক
,৭ দিনৰ বাবে মাত্ৰ ১০০ টকাত আকাশ চাওক। এই অফাৰটো কেৱল আপোনাৰ বাবে ক্লিনফিডত মুকলি কৰা আপোনাৰ প্ৰিয় চেনেলসমূহ চাবলৈ। অফাৰৰ সুবিধা ল’বলৈ ১৬৪৪২ নম্বৰত ফোন কৰক
,গাজী টিভি আৰু টি-স্প'ৰ্টছ এইচডিত বাংলাদেশ-আফগানিস্তান ধাৰাবাহিকৰ মহান মেচসমূহ চাবলৈ আপোনাৰ আকাশ সংযোগ পুনৰ চাৰ্জ কৰক।
,মেছিৰ মহান প্ৰদৰ্শনেৰে WC ছেমি ফাইনেল খেলখন উপভোগ কৰিবলৈ আজিয়েই ৰিচাৰ্জ কৰক
,২৫% কেছবেক অফাৰ কেৱল আপোনাৰ বাবে। অফাৰটো লাভ কৰিবলৈ আপোনাৰ আকাশ সংযোগ (ID-40284506) সক্ৰিয় কৰক। 16442 I ৰ সবিশেষ লাভ কৰক
,দীপাৱলীৰ শুভেচ্ছা থাকিল! ২৫ অক্টোবৰলৈকে ডাইমণ্ড জুৱেলাৰীত ২৫% ৰেহাই আৰু গোল্ড ৱেজত ৫০% ৰেহাই উপভোগ কৰক। ফোন: ০১৭১৩১৯৯২৭০ চাওক: diamondworldltd.com
Ham,"জন্মদিনৰ শুভেচ্ছা,"
Ham,দীপাৱলীৰ শুভেচ্ছা থাকিল!
,"স্বাধীনতা দিৱসত গোটেই সপ্তাহটোত হীৰাৰ গহনা বিনামূলীয়াকৈ বিনিময় কৰিব পাৰিব! ভিজিট- diamondworldltd.com/shadhin2023, CA আৰু কল কৰক: 01713199270"
Ham,"শুভ বিবাহ বার্ষিকী,"
,মাত্ৰ ৯৫ টকাত ৩জিবি ফেচবুক (৩০ দিন)! পাওক: *২১২*৭১৭#
,মাত্ৰ ৫ টকাত ৩ দিন ৭৫MB! পাওক: *২১২*৭০০#
,"দৈনিক ফৰ্চুন ৰাশিফল ​​পাবলৈ *26397*6# ডায়েল কৰক আপোনাৰ ৰাশিফল ​​জানিবলৈ, দৈনিক ৳2.67 চাৰ্জ কৰক"
Ham,"Covid-19 ভেকচিন পঞ্জীয়ন: আপোনাৰ OTP Code-004653, ধন্যবাদ।"
,মোবাইল বেলেঞ্চত সীমাহীন চিনেমা চাবলৈ চাবস্ক্ৰাইব কৰক: https://robi.epicon.in
Ham,"আন্টি, আজি মোৰ ছোৱালীজনী বেমাৰ হৈছে... মই কাইলৈ ​​যাম"
,"স্মাৰ্টফোন জিকিবলৈ ডাঙৰ অফাৰ! সহজ প্ৰশ্নৰ উত্তৰ দি ৩০,৯৯৯ টকাৰ এটা আকৰ্ষণীয় স্মাৰ্টফোন জিকিব Samsung Galaxy M33 5G মাত্ৰ ৳2.67/দিন/প্ৰশ্ন, *213*45644# ডায়েল কৰক"
,"Pureit RO 2500 ฿ ৰেহাই উপভোগ কৰক, ৰেফাৰীলৈ উপহাৰ! বিৱৰণ/অপটআউট 16627*"
Ham,মই ১০ তাৰিখে ৰাতিপুৱা যাম শান্তিনগৰত ইষ্টাৰ্ন প্লাছ বুলি এখন বজাৰ আছে?!
Spam,"আপোনাৰ Jio নম্বৰ 7002983153 -ৰ প্লেনৰ বৈধতা অতি শীঘ্ৰেই সমাপ্ত হ'ব । Rs.349 প্লেনেৰে ৰিচাৰ্জ কৰি লাভ কৰক আনলিমিটেড ভইচ ক'ল, 2 GB প্ৰতিদিনে আনলিমিটেড 5G ডাটা, বৈধতা 28  দিন। ৰিছাৰ্জ কৰিবলৈ ইয়াত ক্লিক্ কৰক www.jio.com/r/AtGPgwYdr । চৰ্তাৱলী প্ৰযোজ্য ।"
